,open
2023-05-01 09:30:00,1002.6584243452984
2023-05-01 09:31:00,998.4764438950798
2023-05-01 09:32:00,999.4004608676837
2023-05-01 09:33:00,998.0679115789769
2023-05-01 09:34:00,997.9244105725936
2023-05-01 09:35:00,997.2051272107303
2023-05-01 09:36:00,1001.2278981037432
2023-05-01 09:37:00,1000.7070187387387
2023-05-01 09:38:00,996.8792769808965
2023-05-01 09:39:00,1000.5877262390194
2023-05-01 09:40:00,1001.5227157323083
2023-05-01 09:41:00,1003.9601617773012
2023-05-01 09:42:00,1002.1212031682652
2023-05-01 09:43:00,1000.4226586836875
2023-05-01 09:44:00,999.2688154328915
2023-05-01 09:45:00,1001.9481127475136
2023-05-01 09:46:00,1003.1710144666915
2023-05-01 09:47:00,1002.3961492738308
2023-05-01 09:48:00,1000.6283066944904
2023-05-01 09:49:00,1001.343729111223
2023-05-01 09:50:00,997.6563296447611
2023-05-01 09:51:00,1001.472431725888
2023-05-01 09:52:00,1003.1489273024675
2023-05-01 09:53:00,1000.2530696377484
2023-05-01 09:54:00,1000.6395700212486
2023-05-01 09:55:00,1002.8279457980681
2023-05-01 09:56:00,1000.4251674340501
2023-05-01 09:57:00,1003.7013462024963
2023-05-01 09:58:00,1001.1712468308486
2023-05-01 09:59:00,1002.5538227556905
2023-05-01 10:00:00,999.7239063692477
2023-05-01 10:01:00,1001.5514149633611
2023-05-01 10:02:00,1003.9014499549189
2023-05-01 10:03:00,997.892862746679
2023-05-01 10:04:00,1003.4192609255326
2023-05-01 10:05:00,996.3990890745476
2023-05-01 10:06:00,1000.3346614652188
2023-05-01 10:07:00,1001.873850544383
2023-05-01 10:08:00,999.4542314063618
2023-05-01 10:09:00,1001.2252501586845
2023-05-01 10:10:00,1003.1885187508832
2023-05-01 10:11:00,1001.2568831564909
2023-05-01 10:12:00,996.7527377098002
2023-05-01 10:13:00,1002.3176271215856
2023-05-01 10:14:00,1002.7874161670935
2023-05-01 10:15:00,1000.9790110311984
2023-05-01 10:16:00,1000.7156076592502
2023-05-01 10:17:00,1000.869494378402
2023-05-01 10:18:00,997.5348053404547
2023-05-01 10:19:00,1000.0240874457978
2023-05-01 10:20:00,1004.2272510544439
2023-05-01 10:21:00,1002.964461608457
2023-05-01 10:22:00,1002.2499051264584
2023-05-01 10:23:00,1000.0028161339151
2023-05-01 10:24:00,1000.2254047333502
2023-05-01 10:25:00,1002.112051192793
2023-05-01 10:26:00,1001.1418534573603
2023-05-01 10:27:00,1001.0143022403275
2023-05-01 10:28:00,999.8793337722814
2023-05-01 10:29:00,1001.972107910133
2023-05-01 10:30:00,999.5663395079459
2023-05-01 10:31:00,1000.5327312948191
2023-05-01 10:32:00,1002.7374612292958
2023-05-01 10:33:00,997.2750077938525
2023-05-01 10:34:00,1001.8976098787116
2023-05-01 10:35:00,998.9343364323423
2023-05-01 10:36:00,995.9354561740679
2023-05-01 10:37:00,998.6558128172989
2023-05-01 10:38:00,998.8086411540129
2023-05-01 10:39:00,1003.0012378235238
2023-05-01 10:40:00,1003.1236272095579
2023-05-01 10:41:00,1005.6239144987177
2023-05-01 10:42:00,1000.3510699750346
2023-05-01 10:43:00,1000.537003696107
2023-05-01 10:44:00,1000.9261857194917
2023-05-01 10:45:00,1004.3601343836773
2023-05-01 10:46:00,1002.6234177738314
2023-05-01 10:47:00,1001.3294003969619
2023-05-01 10:48:00,999.5820028456309
2023-05-01 10:49:00,1005.2662631615221
2023-05-01 10:50:00,998.0595068206256
2023-05-01 10:51:00,1000.8663097898482
2023-05-01 10:52:00,1001.0247093604801
2023-05-01 10:53:00,1002.6862836305468
2023-05-01 10:54:00,998.7700117558055
2023-05-01 10:55:00,1004.1098367149335
2023-05-01 10:56:00,1001.1616910240833
2023-05-01 10:57:00,999.4886466701662
2023-05-01 10:58:00,1000.0627752241661
2023-05-01 10:59:00,1001.3704566113255
2023-05-01 11:00:00,1000.3253887784738
2023-05-01 11:01:00,1003.2432822691226
2023-05-01 11:02:00,999.5768932415734
2023-05-01 11:03:00,1002.3807153294287
2023-05-01 11:04:00,1005.4989470888554
2023-05-01 11:05:00,1002.179759423566
2023-05-01 11:06:00,1003.5819020458495
2023-05-01 11:07:00,1003.3445088150877
2023-05-01 11:08:00,997.8803333735866
2023-05-01 11:09:00,1004.0942383867638
2023-05-01 11:10:00,1001.3921757883246
2023-05-01 11:11:00,1003.3490722394713
2023-05-01 11:12:00,1003.8911803291518
2023-05-01 11:13:00,1002.6329343493013
2023-05-01 11:14:00,1002.1253743567185
2023-05-01 11:15:00,999.1659786658292
2023-05-01 11:16:00,1003.3717303425798
2023-05-01 11:17:00,1001.9513643365
2023-05-01 11:18:00,1002.7320468898423
2023-05-01 11:19:00,1003.7784919759264
2023-05-01 11:20:00,999.5761721449107
2023-05-01 11:21:00,1003.815849152071
2023-05-01 11:22:00,1004.6251611587661
2023-05-01 11:23:00,1001.0988313620372
2023-05-01 11:24:00,998.3676374519275
2023-05-01 11:25:00,1006.1093806823844
2023-05-01 11:26:00,1003.2513050204203
2023-05-01 11:27:00,1002.911465493686
2023-05-01 11:28:00,1001.9605434331439
2023-05-01 11:29:00,1000.72561632274
2023-05-01 11:30:00,1000.6676321133385
2023-05-01 11:31:00,1002.2600652019554
2023-05-01 11:32:00,1002.1488367424654
2023-05-01 11:33:00,1001.3196577963444
2023-05-01 11:34:00,1000.24409540252
2023-05-01 11:35:00,1002.3603459728592
2023-05-01 11:36:00,999.7663799232699
2023-05-01 11:37:00,998.8168565733578
2023-05-01 11:38:00,999.2327532314985
2023-05-01 11:39:00,998.7933881419183
2023-05-01 11:40:00,1003.2829228439626
